date,OT
2016-07-01 00:00:00,-0.006399
2016-07-01 01:00:00,-0.006748
2016-07-01 02:00:00,-0.007089
2016-07-01 03:00:00,-0.007421
2016-07-01 04:00:00,-0.007746
2016-07-01 05:00:00,-0.008063
2016-07-01 06:00:00,-0.008373
2016-07-01 07:00:00,-0.008674
2016-07-01 08:00:00,-0.008967
2016-07-01 09:00:00,-0.009253
2016-07-01 10:00:00,-0.00953
2016-07-01 11:00:00,-0.0098
2016-07-01 12:00:00,-0.010062
2016-07-01 13:00:00,-0.010316
2016-07-01 14:00:00,-0.010562
2016-07-01 15:00:00,-0.0108
2016-07-01 16:00:00,-0.011031
2016-07-01 17:00:00,-0.011253
2016-07-01 18:00:00,-0.011468
2016-07-01 19:00:00,-0.011674
2016-07-01 20:00:00,-0.011873
2016-07-01 21:00:00,-0.012064
2016-07-01 22:00:00,-0.012247
2016-07-01 23:00:00,-0.012422
2016-07-02 00:00:00,-0.012589
2016-07-02 01:00:00,-0.012748
2016-07-02 02:00:00,-0.012899
2016-07-02 03:00:00,-0.013042
2016-07-02 04:00:00,-0.013177
2016-07-02 05:00:00,-0.013304
2016-07-02 06:00:00,-0.013423
2016-07-02 07:00:00,-0.013534
2016-07-02 08:00:00,-0.013638
2016-07-02 09:00:00,-0.013733
2016-07-02 10:00:00,-0.013819
2016-07-02 11:00:00,-0.013898
2016-07-02 12:00:00,-0.013969
2016-07-02 13:00:00,-0.014031
2016-07-02 14:00:00,-0.014085
2016-07-02 15:00:00,-0.01413
2016-07-02 16:00:00,-0.014167
2016-07-02 17:00:00,-0.014195
2016-07-02 18:00:00,-0.014215
2016-07-02 19:00:00,-0.014226
2016-07-02 20:00:00,-0.014229
2016-07-02 21:00:00,-0.014222
2016-07-02 22:00:00,-0.014208
2016-07-02 23:00:00,-0.014184
2016-07-03 00:00:00,-0.014153
2016-07-03 01:00:00,-0.014112
2016-07-03 02:00:00,-0.014064
2016-07-03 03:00:00,-0.014007
2016-07-03 04:00:00,-0.013942
2016-07-03 05:00:00,-0.013869
2016-07-03 06:00:00,-0.013789
2016-07-03 07:00:00,-0.0137
2016-07-03 08:00:00,-0.013605
2016-07-03 09:00:00,-0.013502
2016-07-03 10:00:00,-0.013391
2016-07-03 11:00:00,-0.013274
2016-07-03 12:00:00,-0.013149
2016-07-03 13:00:00,-0.013018
2016-07-03 14:00:00,-0.012881
2016-07-03 15:00:00,-0.012736
2016-07-03 16:00:00,-0.012586
2016-07-03 17:00:00,-0.012429
2016-07-03 18:00:00,-0.012266
2016-07-03 19:00:00,-0.012097
2016-07-03 20:00:00,-0.011923
2016-07-03 21:00:00,-0.011742
2016-07-03 22:00:00,-0.011557
2016-07-03 23:00:00,-0.011366
2016-07-04 00:00:00,-0.01117
2016-07-04 01:00:00,-0.010969
2016-07-04 02:00:00,-0.010763
2016-07-04 03:00:00,-0.010552
2016-07-04 04:00:00,-0.010337
2016-07-04 05:00:00,-0.010117
2016-07-04 06:00:00,-0.009893
2016-07-04 07:00:00,-0.009664
2016-07-04 08:00:00,-0.009432
2016-07-04 09:00:00,-0.009196
2016-07-04 10:00:00,-0.008956
2016-07-04 11:00:00,-0.008712
2016-07-04 12:00:00,-0.008465
2016-07-04 13:00:00,-0.008215
2016-07-04 14:00:00,-0.007961
2016-07-04 15:00:00,-0.007705
2016-07-04 16:00:00,-0.007445
2016-07-04 17:00:00,-0.007183
2016-07-04 18:00:00,-0.006918
2016-07-04 19:00:00,-0.00665
2016-07-04 20:00:00,-0.00638
2016-07-04 21:00:00,-0.006108
2016-07-04 22:00:00,-0.005834
2016-07-04 23:00:00,-0.005558
2016-07-05 00:00:00,-0.00528
2016-07-05 01:00:00,-0.005
2016-07-05 02:00:00,-0.004719
2016-07-05 03:00:00,-0.004437
2016-07-05 04:00:00,-0.004153
2016-07-05 05:00:00,-0.003868
2016-07-05 06:00:00,-0.003582
2016-07-05 07:00:00,-0.003296
2016-07-05 08:00:00,-0.003008
2016-07-05 09:00:00,-0.00272
2016-07-05 10:00:00,-0.002432
2016-07-05 11:00:00,-0.002144
2016-07-05 12:00:00,-0.001855
2016-07-05 13:00:00,-0.001567
2016-07-05 14:00:00,-0.001279
2016-07-05 15:00:00,-0.000991
2016-07-05 16:00:00,-0.000703
2016-07-05 17:00:00,-0.000417
2016-07-05 18:00:00,-0.000131
2016-07-05 19:00:00,0.000154
2016-07-05 20:00:00,0.000438
2016-07-05 21:00:00,0.000721
2016-07-05 22:00:00,0.001002
2016-07-05 23:00:00,0.001282
2016-07-06 00:00:00,0.00156
2016-07-06 01:00:00,0.001836
2016-07-06 02:00:00,0.002111
2016-07-06 03:00:00,0.002383
2016-07-06 04:00:00,0.002653
2016-07-06 05:00:00,0.002921
2016-07-06 06:00:00,0.003186
2016-07-06 07:00:00,0.003449
2016-07-06 08:00:00,0.003709
2016-07-06 09:00:00,0.003966
2016-07-06 10:00:00,0.00422
2016-07-06 11:00:00,0.004471
2016-07-06 12:00:00,0.004719
2016-07-06 13:00:00,0.004964
2016-07-06 14:00:00,0.005204
2016-07-06 15:00:00,0.005442
2016-07-06 16:00:00,0.005676
2016-07-06 17:00:00,0.005905
2016-07-06 18:00:00,0.006131
2016-07-06 19:00:00,0.006353
2016-07-06 20:00:00,0.006571
2016-07-06 21:00:00,0.006784
2016-07-06 22:00:00,0.006993
2016-07-06 23:00:00,0.007198
2016-07-07 00:00:00,0.007398
2016-07-07 01:00:00,0.007593
2016-07-07 02:00:00,0.007783
2016-07-07 03:00:00,0.007969
2016-07-07 04:00:00,0.008149
2016-07-07 05:00:00,0.008324
2016-07-07 06:00:00,0.008495
2016-07-07 07:00:00,0.008659
2016-07-07 08:00:00,0.008819
2016-07-07 09:00:00,0.008973
2016-07-07 10:00:00,0.009121
2016-07-07 11:00:00,0.009264
2016-07-07 12:00:00,0.009401
2016-07-07 13:00:00,0.009532
2016-07-07 14:00:00,0.009658
2016-07-07 15:00:00,0.009778
2016-07-07 16:00:00,0.009892
2016-07-07 17:00:00,0.01
2016-07-07 18:00:00,0.010103
2016-07-07 19:00:00,0.010199
2016-07-07 20:00:00,0.01029
2016-07-07 21:00:00,0.010375
2016-07-07 22:00:00,0.010455
2016-07-07 23:00:00,0.010528
2016-07-08 00:00:00,0.010596
2016-07-08 01:00:00,0.010658
2016-07-08 02:00:00,0.010715
2016-07-08 03:00:00,0.010766
2016-07-08 04:00:00,0.010811
2016-07-08 05:00:00,0.010851
2016-07-08 06:00:00,0.010885
2016-07-08 07:00:00,0.010913
2016-07-08 08:00:00,0.010937
2016-07-08 09:00:00,0.010954
2016-07-08 10:00:00,0.010967
2016-07-08 11:00:00,0.010974
2016-07-08 12:00:00,0.010975
2016-07-08 13:00:00,0.010972
2016-07-08 14:00:00,0.010963
2016-07-08 15:00:00,0.010949
2016-07-08 16:00:00,0.010931
2016-07-08 17:00:00,0.010907
2016-07-08 18:00:00,0.010878
2016-07-08 19:00:00,0.010845
2016-07-08 20:00:00,0.010807
2016-07-08 21:00:00,0.010764
2016-07-08 22:00:00,0.010716
2016-07-08 23:00:00,0.010664
2016-07-09 00:00:00,0.010608
2016-07-09 01:00:00,0.010548
2016-07-09 02:00:00,0.010483
2016-07-09 03:00:00,0.010414
2016-07-09 04:00:00,0.010342
2016-07-09 05:00:00,0.010265
2016-07-09 06:00:00,0.010185
2016-07-09 07:00:00,0.010101
2016-07-09 08:00:00,0.010014
2016-07-09 09:00:00,0.009924
2016-07-09 10:00:00,0.00983
