date,OT
2016-07-01 00:00:00,0.008781
2016-07-01 01:00:00,0.008771
2016-07-01 02:00:00,0.00876
2016-07-01 03:00:00,0.008749
2016-07-01 04:00:00,0.008736
2016-07-01 05:00:00,0.008723
2016-07-01 06:00:00,0.008708
2016-07-01 07:00:00,0.008693
2016-07-01 08:00:00,0.008677
2016-07-01 09:00:00,0.008661
2016-07-01 10:00:00,0.008643
2016-07-01 11:00:00,0.008625
2016-07-01 12:00:00,0.008605
2016-07-01 13:00:00,0.008585
2016-07-01 14:00:00,0.008564
2016-07-01 15:00:00,0.008543
2016-07-01 16:00:00,0.00852
2016-07-01 17:00:00,0.008497
2016-07-01 18:00:00,0.008472
2016-07-01 19:00:00,0.008447
2016-07-01 20:00:00,0.008422
2016-07-01 21:00:00,0.008395
2016-07-01 22:00:00,0.008367
2016-07-01 23:00:00,0.008339
2016-07-02 00:00:00,0.00831
2016-07-02 01:00:00,0.00828
2016-07-02 02:00:00,0.008249
2016-07-02 03:00:00,0.008217
2016-07-02 04:00:00,0.008185
2016-07-02 05:00:00,0.008152
2016-07-02 06:00:00,0.008118
2016-07-02 07:00:00,0.008083
2016-07-02 08:00:00,0.008047
2016-07-02 09:00:00,0.008011
2016-07-02 10:00:00,0.007974
2016-07-02 11:00:00,0.007936
2016-07-02 12:00:00,0.007898
2016-07-02 13:00:00,0.007858
2016-07-02 14:00:00,0.007818
2016-07-02 15:00:00,0.007777
2016-07-02 16:00:00,0.007736
2016-07-02 17:00:00,0.007693
2016-07-02 18:00:00,0.00765
2016-07-02 19:00:00,0.007606
2016-07-02 20:00:00,0.007562
2016-07-02 21:00:00,0.007517
2016-07-02 22:00:00,0.007471
2016-07-02 23:00:00,0.007424
2016-07-03 00:00:00,0.007377
2016-07-03 01:00:00,0.007329
2016-07-03 02:00:00,0.00728
2016-07-03 03:00:00,0.007231
2016-07-03 04:00:00,0.007181
2016-07-03 05:00:00,0.00713
2016-07-03 06:00:00,0.007079
2016-07-03 07:00:00,0.007027
2016-07-03 08:00:00,0.006974
2016-07-03 09:00:00,0.006921
2016-07-03 10:00:00,0.006867
2016-07-03 11:00:00,0.006812
2016-07-03 12:00:00,0.006757
2016-07-03 13:00:00,0.006702
2016-07-03 14:00:00,0.006645
2016-07-03 15:00:00,0.006589
2016-07-03 16:00:00,0.006531
2016-07-03 17:00:00,0.006473
2016-07-03 18:00:00,0.006415
