date,OT
2016-07-01 00:00:00,3.253162
2016-07-01 01:00:00,3.25316
2016-07-01 02:00:00,3.253159
2016-07-01 03:00:00,3.253157
2016-07-01 04:00:00,3.253156
2016-07-01 05:00:00,3.253154
2016-07-01 06:00:00,3.253153
2016-07-01 07:00:00,3.253151
2016-07-01 08:00:00,3.253149
2016-07-01 09:00:00,3.253148
2016-07-01 10:00:00,3.253146
2016-07-01 11:00:00,3.253145
2016-07-01 12:00:00,3.253143
2016-07-01 13:00:00,3.253141
2016-07-01 14:00:00,3.25314
2016-07-01 15:00:00,3.253138
2016-07-01 16:00:00,3.253137
2016-07-01 17:00:00,3.253135
2016-07-01 18:00:00,3.253133
2016-07-01 19:00:00,3.253132
2016-07-01 20:00:00,3.25313
2016-07-01 21:00:00,3.253129
2016-07-01 22:00:00,3.253127
2016-07-01 23:00:00,3.253125
2016-07-02 00:00:00,3.253124
2016-07-02 01:00:00,3.253122
2016-07-02 02:00:00,3.253121
2016-07-02 03:00:00,3.253119
2016-07-02 04:00:00,3.253117
2016-07-02 05:00:00,3.253116
2016-07-02 06:00:00,3.253114
2016-07-02 07:00:00,3.253113
2016-07-02 08:00:00,3.253111
2016-07-02 09:00:00,3.253109
2016-07-02 10:00:00,3.253108
2016-07-02 11:00:00,3.253106
2016-07-02 12:00:00,3.253105
2016-07-02 13:00:00,3.253103
2016-07-02 14:00:00,3.253101
2016-07-02 15:00:00,3.2531
2016-07-02 16:00:00,3.253098
2016-07-02 17:00:00,3.253096
2016-07-02 18:00:00,3.253095
2016-07-02 19:00:00,3.253093
2016-07-02 20:00:00,3.253092
2016-07-02 21:00:00,3.25309
2016-07-02 22:00:00,3.253088
2016-07-02 23:00:00,3.253087
2016-07-03 00:00:00,3.253085
2016-07-03 01:00:00,3.253084
2016-07-03 02:00:00,3.253082
2016-07-03 03:00:00,3.25308
2016-07-03 04:00:00,3.253079
2016-07-03 05:00:00,3.253077
2016-07-03 06:00:00,3.253075
2016-07-03 07:00:00,3.253074
2016-07-03 08:00:00,3.253072
2016-07-03 09:00:00,3.25307
2016-07-03 10:00:00,3.253069
2016-07-03 11:00:00,3.253067
2016-07-03 12:00:00,3.253066
2016-07-03 13:00:00,3.253064
2016-07-03 14:00:00,3.253062
2016-07-03 15:00:00,3.253061
2016-07-03 16:00:00,3.253059
2016-07-03 17:00:00,3.253057
2016-07-03 18:00:00,3.253056
2016-07-03 19:00:00,3.253054
2016-07-03 20:00:00,3.253052
2016-07-03 21:00:00,3.253051
2016-07-03 22:00:00,3.253049
2016-07-03 23:00:00,3.253047
2016-07-04 00:00:00,3.253046
2016-07-04 01:00:00,3.253044
2016-07-04 02:00:00,3.253043
2016-07-04 03:00:00,3.253041
2016-07-04 04:00:00,3.253039
2016-07-04 05:00:00,3.253038
2016-07-04 06:00:00,3.253036
2016-07-04 07:00:00,3.253034
2016-07-04 08:00:00,3.253033
2016-07-04 09:00:00,3.253031
2016-07-04 10:00:00,3.253029
2016-07-04 11:00:00,3.253028
2016-07-04 12:00:00,3.253026
2016-07-04 13:00:00,3.253024
2016-07-04 14:00:00,3.253023
2016-07-04 15:00:00,3.253021
2016-07-04 16:00:00,3.253019
2016-07-04 17:00:00,3.253018
2016-07-04 18:00:00,3.253016
2016-07-04 19:00:00,3.253014
2016-07-04 20:00:00,3.253013
2016-07-04 21:00:00,3.253011
2016-07-04 22:00:00,3.253009
2016-07-04 23:00:00,3.253008
2016-07-05 00:00:00,3.253006
2016-07-05 01:00:00,3.253004
2016-07-05 02:00:00,3.253003
2016-07-05 03:00:00,3.253001
2016-07-05 04:00:00,3.252999
2016-07-05 05:00:00,3.252998
2016-07-05 06:00:00,3.252996
2016-07-05 07:00:00,3.252994
2016-07-05 08:00:00,3.252993
2016-07-05 09:00:00,3.252991
2016-07-05 10:00:00,3.252989
2016-07-05 11:00:00,3.252987
2016-07-05 12:00:00,3.252986
2016-07-05 13:00:00,3.252984
2016-07-05 14:00:00,3.252982
2016-07-05 15:00:00,3.252981
2016-07-05 16:00:00,3.252979
2016-07-05 17:00:00,3.252977
2016-07-05 18:00:00,3.252976
2016-07-05 19:00:00,3.252974
2016-07-05 20:00:00,3.252972
2016-07-05 21:00:00,3.252971
2016-07-05 22:00:00,3.252969
2016-07-05 23:00:00,3.252967
2016-07-06 00:00:00,3.252966
2016-07-06 01:00:00,3.252964
2016-07-06 02:00:00,3.252962
2016-07-06 03:00:00,3.25296
2016-07-06 04:00:00,3.252959
2016-07-06 05:00:00,3.252957
2016-07-06 06:00:00,3.252955
2016-07-06 07:00:00,3.252954
2016-07-06 08:00:00,3.252952
2016-07-06 09:00:00,3.25295
2016-07-06 10:00:00,3.252948
2016-07-06 11:00:00,3.252947
2016-07-06 12:00:00,3.252945
2016-07-06 13:00:00,3.252943
2016-07-06 14:00:00,3.252942
2016-07-06 15:00:00,3.25294
2016-07-06 16:00:00,3.252938
2016-07-06 17:00:00,3.252937
2016-07-06 18:00:00,3.252935
2016-07-06 19:00:00,3.252933
2016-07-06 20:00:00,3.252931
2016-07-06 21:00:00,3.25293
2016-07-06 22:00:00,3.252928
2016-07-06 23:00:00,3.252926
2016-07-07 00:00:00,3.252925
2016-07-07 01:00:00,3.252923
2016-07-07 02:00:00,3.252921
2016-07-07 03:00:00,3.252919
2016-07-07 04:00:00,3.252918
2016-07-07 05:00:00,3.252916
2016-07-07 06:00:00,3.252914
2016-07-07 07:00:00,3.252912
2016-07-07 08:00:00,3.252911
2016-07-07 09:00:00,3.252909
2016-07-07 10:00:00,3.252907
2016-07-07 11:00:00,3.252906
2016-07-07 12:00:00,3.252904
