date,OT
2016-07-01 00:00:00,0.035659
2016-07-01 01:00:00,0.035636
2016-07-01 02:00:00,0.035613
2016-07-01 03:00:00,0.03559
2016-07-01 04:00:00,0.035568
2016-07-01 05:00:00,0.035545
2016-07-01 06:00:00,0.035522
2016-07-01 07:00:00,0.035499
2016-07-01 08:00:00,0.035476
2016-07-01 09:00:00,0.035453
2016-07-01 10:00:00,0.035431
2016-07-01 11:00:00,0.035408
2016-07-01 12:00:00,0.035385
2016-07-01 13:00:00,0.035362
2016-07-01 14:00:00,0.035339
2016-07-01 15:00:00,0.035316
2016-07-01 16:00:00,0.035294
2016-07-01 17:00:00,0.035271
2016-07-01 18:00:00,0.035248
2016-07-01 19:00:00,0.035225
2016-07-01 20:00:00,0.035202
2016-07-01 21:00:00,0.035179
2016-07-01 22:00:00,0.035157
2016-07-01 23:00:00,0.035134
2016-07-02 00:00:00,0.035111
2016-07-02 01:00:00,0.035088
2016-07-02 02:00:00,0.035065
2016-07-02 03:00:00,0.035043
2016-07-02 04:00:00,0.03502
2016-07-02 05:00:00,0.034997
2016-07-02 06:00:00,0.034974
2016-07-02 07:00:00,0.034951
2016-07-02 08:00:00,0.034929
2016-07-02 09:00:00,0.034906
2016-07-02 10:00:00,0.034883
2016-07-02 11:00:00,0.03486
2016-07-02 12:00:00,0.034837
2016-07-02 13:00:00,0.034815
2016-07-02 14:00:00,0.034792
2016-07-02 15:00:00,0.034769
2016-07-02 16:00:00,0.034746
2016-07-02 17:00:00,0.034724
2016-07-02 18:00:00,0.034701
2016-07-02 19:00:00,0.034678
2016-07-02 20:00:00,0.034655
2016-07-02 21:00:00,0.034633
2016-07-02 22:00:00,0.03461
2016-07-02 23:00:00,0.034587
2016-07-03 00:00:00,0.034564
2016-07-03 01:00:00,0.034542
2016-07-03 02:00:00,0.034519
2016-07-03 03:00:00,0.034496
2016-07-03 04:00:00,0.034474
2016-07-03 05:00:00,0.034451
2016-07-03 06:00:00,0.034428
2016-07-03 07:00:00,0.034406
2016-07-03 08:00:00,0.034383
2016-07-03 09:00:00,0.03436
2016-07-03 10:00:00,0.034338
2016-07-03 11:00:00,0.034315
2016-07-03 12:00:00,0.034292
2016-07-03 13:00:00,0.03427
2016-07-03 14:00:00,0.034247
2016-07-03 15:00:00,0.034225
2016-07-03 16:00:00,0.034202
2016-07-03 17:00:00,0.034179
2016-07-03 18:00:00,0.034157
2016-07-03 19:00:00,0.034134
2016-07-03 20:00:00,0.034112
2016-07-03 21:00:00,0.034089
2016-07-03 22:00:00,0.034067
2016-07-03 23:00:00,0.034044
2016-07-04 00:00:00,0.034022
2016-07-04 01:00:00,0.033999
2016-07-04 02:00:00,0.033977
2016-07-04 03:00:00,0.033954
2016-07-04 04:00:00,0.033932
2016-07-04 05:00:00,0.033909
2016-07-04 06:00:00,0.033887
2016-07-04 07:00:00,0.033864
2016-07-04 08:00:00,0.033842
2016-07-04 09:00:00,0.033819
2016-07-04 10:00:00,0.033797
2016-07-04 11:00:00,0.033775
2016-07-04 12:00:00,0.033752
2016-07-04 13:00:00,0.03373
2016-07-04 14:00:00,0.033708
2016-07-04 15:00:00,0.033685
2016-07-04 16:00:00,0.033663
2016-07-04 17:00:00,0.033641
2016-07-04 18:00:00,0.033618
2016-07-04 19:00:00,0.033596
2016-07-04 20:00:00,0.033574
2016-07-04 21:00:00,0.033552
2016-07-04 22:00:00,0.033529
2016-07-04 23:00:00,0.033507
2016-07-05 00:00:00,0.033485
2016-07-05 01:00:00,0.033463
2016-07-05 02:00:00,0.033441
2016-07-05 03:00:00,0.033418
2016-07-05 04:00:00,0.033396
2016-07-05 05:00:00,0.033374
2016-07-05 06:00:00,0.033352
2016-07-05 07:00:00,0.03333
2016-07-05 08:00:00,0.033308
2016-07-05 09:00:00,0.033286
2016-07-05 10:00:00,0.033264
2016-07-05 11:00:00,0.033242
2016-07-05 12:00:00,0.03322
2016-07-05 13:00:00,0.033198
2016-07-05 14:00:00,0.033176
2016-07-05 15:00:00,0.033154
2016-07-05 16:00:00,0.033132
2016-07-05 17:00:00,0.03311
2016-07-05 18:00:00,0.033088
2016-07-05 19:00:00,0.033066
2016-07-05 20:00:00,0.033044
2016-07-05 21:00:00,0.033022
2016-07-05 22:00:00,0.033001
2016-07-05 23:00:00,0.032979
2016-07-06 00:00:00,0.032957
2016-07-06 01:00:00,0.032935
2016-07-06 02:00:00,0.032913
2016-07-06 03:00:00,0.032892
2016-07-06 04:00:00,0.03287
2016-07-06 05:00:00,0.032848
2016-07-06 06:00:00,0.032827
2016-07-06 07:00:00,0.032805
2016-07-06 08:00:00,0.032783
2016-07-06 09:00:00,0.032762
2016-07-06 10:00:00,0.03274
2016-07-06 11:00:00,0.032719
2016-07-06 12:00:00,0.032697
2016-07-06 13:00:00,0.032675
2016-07-06 14:00:00,0.032654
2016-07-06 15:00:00,0.032632
2016-07-06 16:00:00,0.032611
2016-07-06 17:00:00,0.03259
2016-07-06 18:00:00,0.032568
2016-07-06 19:00:00,0.032547
2016-07-06 20:00:00,0.032525
2016-07-06 21:00:00,0.032504
2016-07-06 22:00:00,0.032483
2016-07-06 23:00:00,0.032461
2016-07-07 00:00:00,0.03244
2016-07-07 01:00:00,0.032419
2016-07-07 02:00:00,0.032398
2016-07-07 03:00:00,0.032376
2016-07-07 04:00:00,0.032355
2016-07-07 05:00:00,0.032334
2016-07-07 06:00:00,0.032313
2016-07-07 07:00:00,0.032292
2016-07-07 08:00:00,0.032271
2016-07-07 09:00:00,0.03225
2016-07-07 10:00:00,0.032229
2016-07-07 11:00:00,0.032208
2016-07-07 12:00:00,0.032187
2016-07-07 13:00:00,0.032166
2016-07-07 14:00:00,0.032145
2016-07-07 15:00:00,0.032124
2016-07-07 16:00:00,0.032103
2016-07-07 17:00:00,0.032082
2016-07-07 18:00:00,0.032061
2016-07-07 19:00:00,0.03204
2016-07-07 20:00:00,0.03202
2016-07-07 21:00:00,0.031999
2016-07-07 22:00:00,0.031978
2016-07-07 23:00:00,0.031958
2016-07-08 00:00:00,0.031937
2016-07-08 01:00:00,0.031916
2016-07-08 02:00:00,0.031896
2016-07-08 03:00:00,0.031875
2016-07-08 04:00:00,0.031854
2016-07-08 05:00:00,0.031834
2016-07-08 06:00:00,0.031813
2016-07-08 07:00:00,0.031793
2016-07-08 08:00:00,0.031773
2016-07-08 09:00:00,0.031752
2016-07-08 10:00:00,0.031732
2016-07-08 11:00:00,0.031711
2016-07-08 12:00:00,0.031691
2016-07-08 13:00:00,0.031671
2016-07-08 14:00:00,0.031651
2016-07-08 15:00:00,0.03163
2016-07-08 16:00:00,0.03161
2016-07-08 17:00:00,0.03159
2016-07-08 18:00:00,0.03157
2016-07-08 19:00:00,0.03155
2016-07-08 20:00:00,0.03153
2016-07-08 21:00:00,0.03151
2016-07-08 22:00:00,0.03149
2016-07-08 23:00:00,0.03147
2016-07-09 00:00:00,0.03145
2016-07-09 01:00:00,0.03143
2016-07-09 02:00:00,0.03141
2016-07-09 03:00:00,0.03139
2016-07-09 04:00:00,0.03137
2016-07-09 05:00:00,0.03135
